player,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy
Renato Steffen,FW,Switzerland,31-038,1991,1,32,32,8.9,0.4,0,,0,1,32,2,0.00,0,1,-1,-2.81,-1.99,0.1,0.5,-0.4,-1.03,-1.22
Ricardo Horta,FW,Portugal,28-087,1994,3,119,40,26.4,1.3,1,90,1,2,15,2,1.00,2,2,0,0.00,-1.63,1.6,2.4,-0.8,-0.58,-1.13
Ricardo Rodríguez,DF,Switzerland,30-108,1992,4,359,90,99.7,4.0,4,90,3,0,,0,1.50,5,9,-4,-1.00,-1.00,5.5,5.3,+0.1,+0.03,-17.07
Richarlison,FW,Brazil,25-215,1997,4,323,81,67.3,3.6,4,81,1,0,,1,2.50,6,1,+5,+1.39,+1.39,7.6,1.3,+6.4,+1.77,-0.27
Richie Laryea,DF,Canada,27-338,1995,3,160,53,59.3,1.8,2,67,0,1,26,0,0.00,1,3,-2,-1.13,+1.33,3.2,1.6,+1.6,+0.88,+1.89
Riley McGree,FW,Australia,24-039,1998,4,265,66,73.6,2.9,4,66,0,0,,0,1.50,3,6,-3,-1.02,-1.97,1.7,5.2,-3.5,-1.17,+0.21
Ritsu Doan,FW,Japan,24-178,1998,4,217,54,55.6,2.4,2,76,0,2,33,0,1.75,5,1,+4,+1.66,+3.22,3.9,2.0,+1.9,+0.78,+2.11
Riyadh Sharahili,MF,Saudi Arabia,29-227,1993,1,54,54,20.0,0.6,0,,0,1,54,0,0.00,1,2,-1,-1.67,-1.25,1.0,1.5,-0.5,-0.79,+0.27
Roan Wilson,MF,Costa Rica,20-224,2002,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+2.68,0.0,0.5,-0.5,-46.61,-43.87
Robert Arboleda,DF,Ecuador,31-050,1991,0,,,,,0,,0,0,,3,,,,,,,,,,,
Robert Gumny,DF,Poland,24-190,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
Robert Lewandowski,FW,Poland,34-112,1988,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,3,5,-2,-0.50,,4.5,7.3,-2.7,-0.69,
Robert Skov,DF,Denmark,26-205,1996,1,22,22,8.1,0.2,0,,0,1,22,2,0.00,0,0,0,0.00,+0.73,0.2,0.0,+0.2,+0.67,+1.16
Robert Sánchez,GK,Spain,25-023,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Roberto Alvarado,FW,Mexico,24-095,1998,1,18,18,6.7,0.2,0,,0,1,18,2,0.00,0,1,-1,-5.00,-5.00,0.0,0.0,0.0,-0.22,-0.55
Rodolfo Cota,GK,Mexico,35-161,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,
Rodri,DF,Spain,26-172,1996,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,9,3,+6,+1.38,,6.2,3.4,+2.7,+0.68,+0.68
Rodrigo Bentancur,MF,Uruguay,25-169,1997,3,213,71,78.9,2.4,3,71,2,0,,0,1.33,2,2,0,0.00,0.00,3.2,2.8,+0.4,+0.18,+0.63
Rodrigo De Paul,MF,Argentina,28-201,1994,5,425,85,88.5,4.7,5,85,4,0,,0,2.00,8,3,+5,+1.06,+2.70,8.3,1.4,+6.8,+1.45,+0.15
Rodrygo,MF,Brazil,21-336,2001,5,181,36,37.7,2.0,1,54,0,4,32,0,2.00,2,1,+1,+0.50,-0.71,4.2,0.9,+3.3,+1.98,+0.18
Rogelio Funes Mori,FW,Mexico,31-281,1991,1,5,5,1.9,0.1,0,,0,1,5,2,3.00,0,1,-1,-18.00,-18.00,0.2,0.6,-0.5,-8.77,-9.24
Romain Saïss,DF,Morocco,32-260,1990,5,446,89,92.9,5.0,5,89,4,0,,0,2.20,5,1,+4,+0.81,+0.81,3.9,4.1,-0.2,-0.03,+0.07
Romario Ibarra,MF,Ecuador,28-078,1994,2,68,34,25.2,0.8,1,67,0,1,1,1,2.00,2,0,+2,+2.65,+3.09,1.2,0.3,+0.9,+1.21,+1.10
Romelu Lukaku,FW,Belgium,29-212,1993,2,55,28,20.4,0.6,0,,0,2,28,0,0.50,0,1,-1,-1.64,-1.64,2.1,0.8,+1.3,+2.20,+2.70
Roozbeh Cheshmi,DF,IR Iran,29-140,1993,2,58,29,21.5,0.6,1,45,0,1,13,1,1.50,2,3,-1,-1.55,-0.70,0.6,1.1,-0.4,-0.63,-0.41
Ruben Vargas,FW,Switzerland,24-128,1998,4,285,71,79.2,3.2,4,71,0,0,,0,1.50,5,6,-1,-0.32,+3.28,4.9,4.3,+0.6,+0.18,+0.47
Rubin Colwill,MF,Wales,20-228,2002,1,10,10,3.7,0.1,0,,0,1,10,2,0.00,0,0,0,0.00,+1.73,0.2,0.3,-0.1,-1.24,-0.64
Rui Patrício,GK,Portugal,34-299,1988,0,,,,,0,,0,0,,5,,,,,,,,,,,
Ró-Ró,DF,Qatar,32-127,1990,3,262,87,97.0,2.9,3,87,2,0,,0,0.00,1,6,-5,-1.72,+9.53,1.3,3.3,-2.1,-0.72,-0.22
Rónald Matarrita,DF,Costa Rica,28-155,1994,2,26,13,9.6,0.3,0,,0,2,13,1,0.00,0,4,-4,-13.85,-12.37,0.0,3.4,-3.3,-11.51,-9.53
Rúben Dias,DF,Portugal,25-211,1997,4,360,90,80.0,4.0,4,90,4,0,,1,2.25,11,4,+7,+1.75,+2.75,6.5,4.8,+1.7,+0.42,+0.84
Rúben Neves,MF,Portugal,25-273,1997,5,268,54,59.6,3.0,4,65,0,1,10,0,1.80,4,3,+1,+0.34,-2.14,3.3,2.9,+0.4,+0.13,-0.30
Saad Al Sheeb,GK,Qatar,32-295,1990,1,90,90,33.3,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,0.00,0.3,1.2,-0.9,-0.86,-0.23
Sadegh Moharrami,DF,IR Iran,26-285,1996,1,90,90,33.3,1.0,1,90,1,0,,2,0.00,2,6,-4,-4.00,-4.50,1.4,2.1,-0.8,-0.75,-0.66
Saeid Ezatolahi,MF,IR Iran,26-071,1996,3,217,72,80.4,2.4,2,86,1,1,45,0,1.00,2,4,-2,-0.83,+0.87,2.6,3.1,-0.5,-0.22,+0.47
Saleh Al-Shehri,FW,Saudi Arabia,29-040,1993,3,223,74,82.6,2.5,3,74,0,0,,0,1.00,2,5,-3,-1.21,-3.13,2.1,4.8,-2.7,-1.09,-0.46
Salem Al-Dawsari,MF,Saudi Arabia,31-114,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,5,-2,-0.67,,3.0,6.0,-3.0,-1.01,
Salem Al-Hajri,MF,Qatar,26-245,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,
Salis Abdul Samed,MF,Ghana,22-260,2000,3,250,83,92.6,2.8,3,83,1,0,,0,1.00,5,7,-2,-0.72,-0.72,3.5,5.3,-1.8,-0.66,-2.41
Salman Al-Faraj,MF,Saudi Arabia,33-132,1989,1,44,44,16.3,0.5,1,44,0,0,,0,3.00,0,1,-1,-2.05,-1.65,0.0,1.0,-1.0,-2.09,-1.29
Sam Adekugbe,DF,Canada,27-329,1995,3,95,32,35.2,1.1,1,59,0,2,18,0,0.00,1,3,-2,-1.89,-0.35,1.0,1.7,-0.8,-0.74,-1.31
Saman Ghoddos,MF,IR Iran,29-096,1993,1,45,45,16.7,0.5,0,,0,1,45,2,0.00,0,0,0,0.00,+1.20,0.4,0.3,+0.1,+0.21,+0.63
Sami Al-Najei,MF,Saudi Arabia,25-307,1997,1,45,45,16.7,0.5,1,45,0,0,,2,0.00,0,1,-1,-2.00,-1.60,0.9,0.3,+0.6,+1.24,+2.69
Samuel Oum Gouet,MF,Cameroon,24-363,1997,2,100,50,37.0,1.1,1,90,1,1,10,1,0.50,0,1,-1,-0.90,-1.43,0.8,1.6,-0.8,-0.71,+0.12
Samuel Piette,MF,Canada,28-029,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
Sardar Azmoun,FW,IR Iran,27-344,1995,3,126,42,46.7,1.4,2,56,0,1,14,0,1.00,1,2,-1,-0.71,+0.54,1.7,2.2,-0.5,-0.37,-0.10
Saud Abdulhamid,DF,Saudi Arabia,23-146,1999,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,5,-2,-0.67,,3.0,6.0,-3.0,-1.01,
Saša Lukić,MF,Serbia,26-120,1996,3,245,82,90.7,2.7,3,82,2,0,,0,0.33,5,7,-2,-0.73,+2.87,3.2,6.8,-3.6,-1.33,-0.15
Sean Johnson,GK,United States,33-194,1989,0,,,,,0,,0,0,,4,,,,,,,,,,,
Sebastian Szymański,MF,Poland,23-215,1999,2,134,67,37.2,1.5,2,67,0,0,,2,0.50,0,1,-1,-0.67,-0.27,1.6,1.7,-0.2,-0.12,+0.90
Sebastián Coates,DF,Uruguay,32-065,1990,2,180,90,66.7,2.0,2,90,2,0,,1,1.50,2,2,0,0.00,0.00,3.1,2.9,+0.2,+0.10,+0.14
Sebastián Sosa,GK,Uruguay,36-114,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,
Seifeddine Jaziri,FW,Tunisia,29-302,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,
Selim Amallah,MF,Morocco,26-026,1996,5,327,65,68.1,3.6,4,75,1,1,26,0,2.20,1,0,+1,+0.28,-1.49,1.6,3.1,-1.4,-0.39,-1.09
Seny Dieng,GK,Senegal,28-018,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,
Serge Gnabry,FW,Germany,27-150,1995,3,263,88,97.4,2.9,3,88,1,0,,0,1.33,6,5,+1,+0.34,+0.34,9.8,3.4,+6.4,+2.19,-1.25
Sergej Milinković-Savić,MF,Serbia,27-287,1995,3,233,78,86.3,2.6,3,78,1,0,,0,0.33,5,8,-3,-1.16,-1.16,3.1,7.0,-3.9,-1.51,-1.42
Sergio Busquets,MF,Spain,34-148,1988,4,363,91,93.1,4.0,4,91,3,0,,0,1.25,6,3,+3,+0.74,-9.26,5.3,3.4,+1.9,+0.52,-0.75
Sergio Rochet,GK,Uruguay,29-263,1993,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,2,2,0,0.00,,3.7,3.5,+0.1,+0.05,
Sergiño Dest,DF,United States,22-038,2000,4,305,76,84.7,3.4,4,76,0,0,,0,1.25,2,2,0,0.00,+1.64,3.4,2.2,+1.2,+0.34,+2.71
Shaquell Moore,DF,United States,26-039,1996,2,22,11,6.1,0.2,0,,0,2,11,2,2.00,0,0,0,0.00,+0.27,0.1,0.5,-0.3,-1.39,-1.40
Shogo Taniguchi,DF,Japan,31-149,1991,2,210,105,53.8,2.3,2,105,2,0,,2,2.00,3,2,+1,+0.43,+0.43,2.7,2.5,+0.2,+0.09,+0.45
Shoja' Khalilzadeh,DF,IR Iran,33-211,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,
Shuto Machino,FW,Japan,23-072,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Shūichi Gonda,GK,Japan,33-283,1989,4,390,98,100.0,4.3,4,98,4,0,,0,1.75,5,4,+1,+0.23,,5.0,5.7,-0.7,-0.17,-0.17
Silvan Widmer,DF,Switzerland,29-281,1993,3,265,88,73.6,2.9,3,88,2,0,,0,2.00,4,3,+1,+0.34,+5.08,4.4,2.8,+1.6,+0.55,+1.79
Simon Kjær,DF,Denmark,33-260,1989,1,64,64,23.7,0.7,1,64,0,0,,2,1.00,0,0,0,0.00,+0.87,0.3,0.9,-0.5,-0.77,-0.49
Simon Mignolet,GK,Belgium,34-280,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,
Simon Ngapandouetnbu,GK,Cameroon,19-243,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Sofiane Boufal,FW,Morocco,29-085,1993,5,347,69,72.3,3.9,5,69,0,0,,0,2.20,3,1,+2,+0.52,-0.83,2.2,2.9,-0.8,-0.20,-0.55
Sofyan Amrabat,MF,Morocco,26-112,1996,5,480,96,100.0,5.3,5,96,5,0,,0,2.20,5,1,+4,+0.75,,4.5,4.7,-0.2,-0.05,-0.05
Son Heung-min,FW,Korea Republic,30-156,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,5,8,-3,-0.75,,4.6,7.1,-2.5,-0.63,
Son Jun-ho,MF,Korea Republic,30-213,1992,3,72,24,20.0,0.8,0,,0,3,24,1,1.33,2,0,+2,+2.50,+4.06,1.0,1.0,0.0,+0.04,+0.83
Song Bumkeun,GK,Korea Republic,25-057,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Song Minkyu,FW,Korea Republic,23-090,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Sorba Thomas,MF,Wales,23-111,1999,1,1,1,0.4,0.0,0,,0,1,1,2,1.00,0,0,0,0.00,+1.67,0.0,0.0,0.0,0.00,+0.63
Srđan Babić,DF,Serbia,26-233,1996,1,13,13,4.8,0.1,0,,0,1,13,2,1.00,0,0,0,0.00,+1.05,0.1,0.1,+0.1,+0.57,+1.98
Stefan Mitrović,DF,Serbia,32-203,1990,1,35,35,13.0,0.4,0,,0,1,35,2,1.00,0,2,-2,-5.14,-4.76,0.5,1.0,-0.6,-1.43,-0.13
Stefan de Vrij,DF,Netherlands,30-309,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,
Stephen Eustáquio,MF,Canada,25-355,1996,2,125,63,46.3,1.4,2,63,0,0,,1,0.00,1,3,-2,-1.44,+0.42,2.4,1.4,+1.0,+0.71,+1.11
Steve Mandanda,GK,France,37-258,1985,1,90,90,20.0,1.0,1,90,1,0,,4,0.00,0,1,-1,-1.00,-2.75,0.8,0.5,+0.3,+0.30,-0.56
Steven Berghuis,MF,Netherlands,30-357,1991,4,200,50,41.7,2.2,1,78,0,3,41,1,2.00,2,1,+1,+0.45,-1.16,0.8,2.0,-1.2,-0.66,-0.59
Steven Bergwijn,FW,Netherlands,25-064,1997,4,213,53,44.4,2.4,3,56,0,1,45,1,2.00,2,2,0,0.00,-2.02,1.8,2.5,-0.7,-0.30,-0.05
Steven Vitória,DF,Canada,35-334,1987,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,2,7,-5,-1.67,,4.2,3.9,+0.3,+0.11,
Strahinja Eraković,DF,Serbia,21-323,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Strahinja Pavlović,DF,Serbia,21-201,2001,3,235,78,87.0,2.6,3,78,2,0,,0,0.33,5,6,-1,-0.38,+4.76,2.9,6.3,-3.4,-1.30,+0.13
Sultan Al-Ghanam,DF,Saudi Arabia,28-219,1994,3,126,42,46.7,1.4,1,87,0,2,20,0,1.00,0,3,-3,-2.14,-2.77,0.8,3.4,-2.6,-1.88,-1.63
Szymon Żurkowski,MF,Poland,25-077,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Taha Yassine Khenissi,FW,Tunisia,30-339,1992,2,29,15,10.7,0.3,0,,0,2,15,1,0.50,0,0,0,0.00,0.00,0.4,0.2,+0.2,+0.59,+0.85
Tajon Buchanan,MF,Canada,23-306,1999,3,260,87,96.3,2.9,3,87,2,0,,0,0.00,2,7,-5,-1.73,-1.73,4.1,3.7,+0.4,+0.14,+0.91
Takefusa Kubo,FW,Japan,21-190,2001,2,90,45,23.1,1.0,2,45,0,0,,1,3.00,0,2,-2,-2.00,-2.90,0.2,2.4,-2.2,-2.16,-2.61
Takehiro Tomiyasu,DF,Japan,24-036,1998,3,187,62,47.9,2.1,1,120,1,2,34,1,2.33,3,1,+2,+0.96,+1.41,2.9,3.2,-0.3,-0.17,-0.02
Takuma Asano,FW,Japan,28-031,1994,4,165,41,42.3,1.8,0,,0,4,41,0,1.75,2,1,+1,+0.55,+0.55,2.7,2.3,+0.4,+0.26,+0.63
Takumi Minamino,FW,Japan,27-329,1995,3,60,20,15.4,0.7,0,,0,3,20,1,1.33,2,0,+2,+3.00,+3.27,0.9,0.8,+0.1,+0.30,+0.49
Tarek Salman,DF,Qatar,25-006,1997,1,8,8,3.0,0.1,0,,0,1,8,2,0.00,0,1,-1,-11.25,-9.53,0.2,0.2,0.0,-0.50,+0.22
Tariq Lamptey,DF,Ghana,22-072,2000,2,102,51,37.8,1.1,1,77,0,1,25,1,1.50,5,4,+1,+0.88,+2.49,2.5,1.9,+0.6,+0.52,+1.60
Teun Koopmeiners,MF,Netherlands,24-286,1998,5,219,44,45.6,2.4,1,78,0,4,35,0,2.20,6,3,+3,+1.23,+0.20,2.1,4.2,-2.1,-0.99,-1.17
Theo Hernández,DF,France,25-066,1997,4,348,87,77.3,3.9,3,90,3,1,78,1,3.00,11,3,+8,+2.07,+3.83,8.7,5.0,+3.7,+0.96,+0.95
Thiago Almada,MF,Argentina,21-229,2001,1,7,7,1.5,0.1,0,,0,1,7,4,3.00,0,0,0,0.00,-0.76,0.5,0.0,+0.5,+6.09,+4.73
Thiago Silva,DF,Brazil,38-080,1984,4,390,98,81.3,4.3,4,98,4,0,,1,2.50,8,2,+6,+1.38,+2.38,9.5,1.6,+7.9,+1.98,+0.49
Thibaut Courtois,GK,Belgium,30-214,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,
Thilo Kehrer,DF,Germany,26-081,1996,1,69,69,25.6,0.8,1,69,0,0,,2,1.00,0,1,-1,-1.30,-2.20,0.3,0.6,-0.4,-0.46,-3.60
Thomas Delaney,MF,Denmark,31-099,1991,1,44,44,16.3,0.5,1,44,0,0,,0,1.00,0,0,0,0.00,+0.80,0.2,0.7,-0.5,-1.10,-0.85
Thomas Deng,DF,Australia,25-266,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Thomas Meunier,DF,Belgium,31-090,1991,3,211,70,78.1,2.3,2,83,0,1,45,0,1.33,0,1,-1,-0.43,-0.43,3.8,2.2,+1.6,+0.69,+2.90
Thomas Müller,FW,Germany,33-089,1989,3,201,67,74.4,2.2,3,67,0,0,,0,1.33,2,2,0,0.00,-1.30,4.5,1.8,+2.7,+1.24,-3.79
Thomas Partey,MF,Ghana,29-181,1993,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,5,7,-2,-0.67,,4.1,5.6,-1.4,-0.48,
Thorgan Hazard,FW,Belgium,29-257,1993,2,106,53,39.3,1.2,1,74,0,1,32,1,0.50,0,1,-1,-0.85,-0.85,2.9,1.2,+1.7,+1.45,+2.31
Tim Ream,DF,United States,35-067,1987,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,3,4,-1,-0.25,,4.1,4.4,-0.3,-0.07,
Timothy Castagne,DF,Belgium,27-006,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,
Timothy Weah,FW,United States,22-292,2000,4,316,79,87.8,3.5,4,79,0,0,,0,1.25,2,3,-1,-0.28,-0.28,3.4,2.6,+0.8,+0.23,+2.51
Toby Alderweireld,DF,Belgium,33-284,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,
Tom Lockyer,DF,Wales,28-008,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
Trent Alexander-Arnold,DF,England,24-065,1998,1,34,34,7.6,0.4,0,,0,1,34,4,3.00,1,0,+1,+2.65,+0.92,1.2,0.2,+1.0,+2.58,+1.80
Tyler Adams,MF,United States,23-300,1999,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,3,4,-1,-0.25,,4.1,4.4,-0.3,-0.07,
Tyrell Malacia,DF,Netherlands,23-116,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,
Unai Simón,GK,Spain,25-183,1997,4,390,98,100.0,4.3,4,98,4,0,,0,1.25,9,3,+6,+1.38,,6.2,3.4,+2.7,+0.68,+0.68
Uriel Antuna,FW,Mexico,25-112,1997,3,77,26,28.5,0.9,0,,0,3,26,0,1.33,2,2,0,0.00,+0.47,1.4,1.1,+0.2,+0.29,-0.02
Uroš Račić,MF,Serbia,24-269,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
Vahid Amiri,FW,IR Iran,34-253,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,
Vanja Milinković-Savić,GK,Serbia,25-294,1997,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,5,8,-3,-1.00,,3.4,7.3,-3.9,-1.32,
Victor Nelsson,DF,Denmark,24-058,1998,1,90,90,33.3,1.0,1,90,1,0,,2,0.00,1,2,-1,-1.00,-0.50,0.6,2.4,-1.8,-1.76,-2.04
Vincent Aboubakar,FW,Cameroon,30-323,1992,3,142,47,52.6,1.6,1,89,0,2,27,0,1.33,3,0,+3,+1.90,+4.01,1.5,2.4,-0.9,-0.55,+0.49
Vincent Janssen,FW,Netherlands,28-179,1994,2,86,43,17.9,1.0,1,61,0,1,25,3,3.00,0,0,0,0.00,-1.37,0.4,0.4,0.0,+0.02,+0.36
Vinicius Júnior,FW,Brazil,22-152,2000,4,299,75,62.3,3.3,4,75,1,0,,1,2.50,7,0,+7,+2.11,+3.10,6.9,1.1,+5.7,+1.73,-0.35
Virgil van Dijk,DF,Netherlands,31-156,1991,5,480,96,100.0,5.3,5,96,5,0,,0,2.20,10,4,+6,+1.13,,4.6,6.1,-1.5,-0.29,-0.29
Vitinha,MF,Portugal,22-301,2000,3,120,40,26.7,1.3,1,81,0,2,20,2,1.00,2,1,+1,+0.75,-0.61,1.8,1.7,0.0,+0.03,-0.30
Wahbi Khazri,FW,Tunisia,31-306,1991,2,83,42,30.7,0.9,1,59,0,1,24,1,1.50,1,0,+1,+1.08,+1.57,1.0,0.2,+0.7,+0.81,+1.41
Wajdi Kechrida,DF,Tunisia,27-036,1995,3,111,37,41.1,1.2,1,90,1,2,11,0,1.33,1,0,+1,+0.81,+1.38,0.9,1.0,-0.1,-0.09,+0.13
Walid Cheddira,FW,Morocco,24-323,1998,2,64,32,13.3,0.7,0,,0,2,32,3,2.00,0,0,0,0.00,-0.87,0.5,0.9,-0.4,-1.12,-1.15
Walker Zimmerman,DF,United States,29-206,1993,4,279,70,77.5,3.1,3,90,3,1,9,0,1.25,2,4,-2,-0.65,-1.76,3.0,4.1,-1.1,-0.37,-1.30
Wataru Endo,MF,Japan,29-305,1993,4,304,76,77.9,3.4,3,100,3,1,4,0,1.75,3,3,0,0.00,-1.05,3.5,4.8,-1.3,-0.43,-0.92
Wayne Hennessey,GK,Wales,35-321,1987,2,175,88,64.8,1.9,2,88,1,0,,0,0.50,1,1,0,0.00,+4.74,2.3,1.7,+0.6,+0.30,+2.62
Weston McKennie,MF,United States,24-105,1998,4,271,68,75.3,3.0,4,68,0,0,,0,1.25,2,2,0,0.00,+1.01,3.2,1.8,+1.4,+0.46,+2.17
William Carvalho,MF,Portugal,30-248,1992,4,215,54,47.8,2.4,2,86,1,2,22,1,2.25,10,4,+6,+2.51,+2.51,4.0,4.0,-0.1,-0.02,-0.53
William Pacho,DF,Ecuador,21-056,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
William Saliba,DF,France,21-262,2001,1,28,28,6.2,0.3,0,,0,1,28,4,0.00,0,0,0,0.00,-1.28,0.6,0.0,+0.6,+1.93,+1.27
Wojciech Szczęsny,GK,Poland,32-237,1990,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,3,5,-2,-0.50,,4.5,7.3,-2.7,-0.69,
Wout Faes,DF,Belgium,24-252,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
Wout Weghorst,FW,Netherlands,30-126,1992,4,64,16,13.3,0.7,0,,0,4,16,1,2.00,2,0,+2,+2.81,+1.95,0.5,0.6,-0.1,-0.40,-0.13
Wéverton,GK,Brazil,34-363,1987,1,11,11,2.3,0.1,0,,0,1,11,4,3.00,0,0,0,0.00,-0.96,0.3,0.1,+0.2,+1.71,-0.16
Xavi Simons,FW,Netherlands,19-234,2003,1,9,9,1.9,0.1,0,,0,1,9,4,3.00,0,0,0,0.00,-1.15,0.0,0.2,-0.2,-2.00,-1.75
Xavier Arreaga,DF,Ecuador,28-074,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
Xherdan Shaqiri,FW,Switzerland,31-062,1991,3,229,76,63.6,2.5,3,76,1,0,,1,2.00,5,8,-3,-1.18,-0.49,4.8,4.2,+0.7,+0.27,+0.52
Yahya Attiat Allah,DF,Morocco,27-284,1995,4,183,46,38.1,2.0,1,90,1,3,31,1,2.00,3,0,+3,+1.48,+1.17,3.2,1.6,+1.6,+0.93,+1.43
Yahya Jabrane,MF,Morocco,31-176,1991,2,15,8,3.1,0.2,0,,0,2,8,3,3.00,0,0,0,0.00,-0.77,,,,,
Yann Sommer,GK,Switzerland,33-359,1988,3,270,90,75.0,3.0,3,90,3,0,,0,1.00,2,7,-5,-1.67,-2.67,3.0,4.0,-1.1,-0.35,-1.73
Yannick Carrasco,FW,Belgium,29-098,1993,2,116,58,43.0,1.3,2,58,0,0,,1,2.00,1,0,+1,+0.78,+1.94,2.4,2.5,-0.1,-0.06,-0.20
Yasser Al-Shahrani,DF,Saudi Arabia,30-200,1992,1,89,89,33.0,1.0,1,89,0,0,,0,3.00,2,1,+1,+1.01,+2.50,0.1,2.1,-2.0,-2.00,-1.48
Yassine Bounou,GK,Morocco,31-250,1991,4,390,98,81.3,4.3,4,98,4,0,,1,2.00,3,1,+2,+0.46,-1.54,3.0,3.8,-0.8,-0.19,-0.58
Yassine Meriah,DF,Tunisia,29-162,1993,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,1,0,0.00,,2.3,2.8,-0.5,-0.17,
Yeltsin Tejeda,MF,Costa Rica,30-269,1992,3,269,90,99.6,3.0,3,90,2,0,,0,1.00,3,11,-8,-2.68,-2.68,1.4,9.6,-8.2,-2.74,+43.87
Yeremi Pino,FW,Spain,20-052,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Yoon Jong-gyu,DF,Korea Republic,24-266,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
Youri Tielemans,MF,Belgium,25-218,1997,3,95,32,35.2,1.1,1,45,0,2,25,0,1.33,1,2,-1,-0.95,-0.95,1.6,3.2,-1.6,-1.48,-2.37
Yousef Hassan,GK,Qatar,26-201,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,
Youssef En-Nesyri,FW,Morocco,25-193,1997,5,387,77,80.6,4.3,5,77,1,0,,0,2.20,3,1,+2,+0.47,-1.47,2.2,3.6,-1.4,-0.34,-1.51
Youssef Msakni,MF,Tunisia,32-044,1990,2,169,85,62.6,1.9,2,85,1,0,,1,0.50,0,1,-1,-0.53,-1.42,1.8,1.8,0.0,-0.01,+0.41
Youssouf Fofana,MF,France,23-335,1999,4,112,28,24.9,1.2,1,72,0,3,13,1,2.25,2,2,0,0.00,-1.60,0.8,1.5,-0.7,-0.58,-1.76
Youssouf Sabaly,DF,Senegal,29-281,1993,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,5,7,-2,-0.50,,4.6,3.5,+1.0,+0.26,
Youssoufa Moukoko,FW,Germany,18-021,2004,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,-0.33,0.3,0.0,+0.3,+24.08,+21.94
Youstin Salas,DF,Costa Rica,26-177,1996,2,47,24,17.4,0.5,0,,0,2,24,1,1.50,2,3,-1,-1.91,+0.91,1.1,4.4,-3.3,-6.30,-4.12
Yuki Soma,FW,Japan,25-289,1997,1,81,81,20.8,0.9,1,81,0,0,,3,0.00,0,1,-1,-1.11,-1.69,0.7,0.1,+0.6,+0.63,+0.98
